Номера заказа,,Дата сделки,Вид операции,Вид возврата / обмена,Лид,АК,Тип,Классификация направлений,Price,CPA,"CPA, руб."
40852353,09-09-2025,SALE,,d1,СУ,Чартер,OW,"12,614.00",0.025,315.35,
40852362,09-09-2025,SALE,,d1,2S,Чартер,OW,"8,735.00",0.045,393.08,
40852411,09-09-2025,SALE,,d1,СУ,Чартер,OW,"6,308.00",0.025,157.70,
40852424,09-09-2025,SALE,,d1,СУ,Чартер,OW,"35,317.00",0.025,882.93,
40852403,09-09-2025,SALE,,d1,СУ,Чартер,OW,"8,607.00",0.025,215.18,
40852398,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,461.00",0.025,236.53,
40852438,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,133.00",0.04,325.32,
40852448,09-09-2025,SALE,,d1,СУ,Чартер,OW,"8,821.00",0.025,220.53,
40852464,09-09-2025,SALE,,d1,СУ,Чартер,OW,"14,433.00",0.025,360.83,
40852483,09-09-2025,SALE,,d1,F9,Регулярка,OW,"3,363.00",0.045,151.34,
40852488,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,923.00",0.025,248.08,
40852497,09-09-2025,SALE,,d1,FO,Регулярка,RT,"9,418.00",0.045,423.81,
40852498,09-09-2025,SALE,,d1,СУ,Чартер,OW,"22,569.00",0.025,564.23,
40852500,09-09-2025,SALE,,d1,3F,Регулярка,RT,"12,990.00",0.025,324.75,
40852517,09-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40852536,09-09-2025,SALE,,d1,FR,Регулярка,RT,"25,515.00",0.045,"1,148.18",
40852556,09-09-2025,SALE,,d1,3F,Регулярка,OW,"25,216.00",0.025,630.40,
40852631,09-09-2025,SALE,,d1,5J,Регулярка,OW,"17,686.00",0.045,795.87,
40852625,09-09-2025,SALE,,d1,9C,Регулярка,RT,"10,769.00",0.045,484.61,
40852671,09-09-2025,SALE,,d1,3F,Регулярка,OW,"8,009.00",0.025,200.23,
40852679,09-09-2025,SALE,,d1,СУ,Чартер,OW,"22,002.00",0.025,550.05,
40852701,09-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40852714,09-09-2025,SALE,,d1,СУ,Чартер,OW,"14,402.00",0.025,360.05,
40852750,10-09-2025,SALE,,d1,FO,Регулярка,RT,"13,906.00",0.045,625.77,
40852746,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,902.00",0.025,247.55,
40852752,09-09-2025,SALE,,d1,СУ,Чартер,OW,"5,502.00",0.025,137.55,
40852761,09-09-2025,SALE,,d1,СУ,Чартер,OW,"6,616.00",0.025,165.40,
40852743,09-09-2025,SALE,,d1,СУ,Чартер,OW,"4,411.00",0.025,110.28,
40852749,09-09-2025,SALE,,d1,СУ,Чартер,OW,"19,244.00",0.025,481.10,
40852756,09-09-2025,SALE,,d1,ТК,Чартер,OW,"12,381.00",0.045,557.15,
40852780,09-09-2025,SALE,,d1,W6,Регулярка,OW,"7,227.00",0.045,325.22,
40852832,09-09-2025,SALE,,d1,3F,Регулярка,OW,"7,028.00",0.025,175.70,
40852864,09-09-2025,SALE,,d1,3F,Регулярка,OW,"8,009.00",0.025,200.23,
40852903,09-09-2025,SALE,,d1,3F,Регулярка,OW,"19,980.00",0.025,499.50,
40852919,09-09-2025,SALE,,d1,СУ,Чартер,OW,"13,216.00",0.025,330.40,
40852921,09-09-2025,SALE,,d1,PC,Регулярка,OW,"6,944.00",0.045,312.48,
40852926,09-09-2025,SALE,,d1,C6,Чартер,OW,"19,489.00",0.045,877.01,
40852951,09-09-2025,SALE,,d1,СУ,Чартер,OW,"8,454.00",0.025,211.35,
40852981,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"7,085.00",0.045,318.83,
40852988,09-09-2025,SALE,,d1,C6,Чартер,OW,"10,821.00",0.045,486.95,
40852995,09-09-2025,SALE,,d1,СУ,Чартер,OW,"8,802.00",0.025,220.05,
40853003,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,601.00",0.025,240.03,
40853021,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"10,168.00",0.04,406.72,
40853025,09-09-2025,SALE,,d1,FR,Регулярка,OW,"4,746.00",0.045,213.57,
40853041,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"2,537.00",0.04,101.48,
40853043,09-09-2025,SALE,,d1,СУ,Чартер,OW,"8,802.00",0.025,220.05,
40853053,09-09-2025,SALE,,d1,VF,Регулярка,OW,"16,375.00",0.045,736.88,
40853061,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,625.00",0.04,305.00,
40853049,09-09-2025,SALE,,d1,СУ,Чартер,OW,"14,075.00",0.025,351.88,
40853056,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"14,238.00",0.04,569.52,
40853140,09-09-2025,SALE,,d1,СУ,Чартер,OW,"12,128.00",0.025,303.20,
40853151,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,324.00",0.04,252.96,
40853143,09-09-2025,SALE,,d1,ИН,Чартер,OW,"18,232.00",0.04,729.28,
40853187,09-09-2025,SALE,,d1,ИН,Чартер,OW,"19,046.00",0.04,761.84,
40853201,09-09-2025,SALE,,d1,СУ,Чартер,OW,"7,718.00",0.025,192.95,
40853204,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"4,590.00",0.04,183.60,
40853227,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,612.00",0.025,240.30,
40853207,09-09-2025,SALE,,d1,C6,Чартер,OW,"18,409.00",0.045,828.41,
40853234,09-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40853218,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,912.00",0.025,247.80,
40853243,09-09-2025,SALE,,d1,3F,Регулярка,OW,"11,957.00",0.025,298.93,
40853235,09-09-2025,SALE,,d1,ХИ,Чартер,OW,"24,681.00",0.04,987.24,
40853231,09-09-2025,SALE,,d1,F3,Регулярка,OW,"7,757.00",0.045,349.07,
40853275,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"4,239.00",0.045,190.76,
40853279,09-09-2025,SALE,,d1,U2,Регулярка,OW,"11,766.00",0.045,529.47,
40853321,09-09-2025,SALE,,d1,FR,Регулярка,RT,"11,533.00",0.045,518.99,
40853333,09-09-2025,SALE,,d1,У6,Чартер,OW,"7,910.00",0.04,316.40,
40853345,09-09-2025,SALE,,d1,C6,Чартер,OW,"10,821.00",0.045,486.95,
40853360,09-09-2025,SALE,,d1,F3,Регулярка,OW,"7,153.00",0.045,321.89,
40853378,09-09-2025,SALE,,d1,СУ,Чартер,OW,"8,802.00",0.025,220.05,
40853382,09-09-2025,SALE,,d1,СУ,Чартер,OW,"5,227.00",0.025,130.68,
40853418,09-09-2025,SALE,,d1,3F,Регулярка,OW,"9,996.00",0.025,249.90,
40853420,09-09-2025,SALE,,d1,СУ,Чартер,OW,"14,106.00",0.025,352.65,
40853400,09-09-2025,SALE,,d1,СУ,Чартер,OW,"22,006.00",0.025,550.15,
40853403,09-09-2025,SALE,,d1,СУ,Чартер,OW,"13,230.00",0.025,330.75,
40853473,09-09-2025,SALE,,d1,СУ,Чартер,OW,"18,742.00",0.025,468.55,
40853484,09-09-2025,SALE,,d1,3F,Регулярка,OW,"34,308.00",0.025,857.70,
40853492,09-09-2025,SALE,,d1,СУ,Чартер,OW,"11,285.00",0.025,282.13,
40853515,09-09-2025,SALE,,d1,ХИ,Чартер,OW,"32,864.00",0.04,"1,314.56",
40853524,09-09-2025,SALE,,d1,3F,Регулярка,OW,"8,053.00",0.025,201.33,
40853559,09-09-2025,SALE,,d1,XC,Чартер,OW,"8,416.00",0.045,378.72,
40853586,09-09-2025,SALE,,d1,СУ,Чартер,OW,"4,402.00",0.025,110.05,
40853591,10-09-2025,SALE,,d1,FR,Регулярка,OW,"3,690.00",0.045,166.05,
40853603,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,133.00",0.04,325.32,
40853671,10-09-2025,SALE,,d1,3F,Регулярка,OW,"12,963.00",0.025,324.08,
40853648,10-09-2025,SALE,,d1,СУ,Чартер,OW,"18,742.00",0.025,468.55,
40853679,10-09-2025,SALE,,d1,3F,Регулярка,OW,"10,985.00",0.025,274.63,
40853727,10-09-2025,SALE,,d1,У6,Чартер,OW,"9,151.00",0.04,366.04,
40853731,10-09-2025,SALE,,d1,DD,Регулярка,OW,"3,308.00",0.045,148.86,
40853744,10-09-2025,SALE,,d1,F3,Регулярка,OW,"8,671.00",0.045,390.20,
40853746,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,749.00",0.04,509.96,
40853749,10-09-2025,SALE,,d1,3F,Регулярка,OW,"6,992.00",0.025,174.80,
40853754,10-09-2025,SALE,,d1,DD,Регулярка,OW,"3,574.00",0.045,160.83,
40853757,10-09-2025,SALE,,d1,DD,Регулярка,OW,"3,574.00",0.045,160.83,
40853752,10-09-2025,SALE,,d1,СУ,Чартер,OW,"4,411.00",0.025,110.28,
40853760,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,018.00",0.04,240.72,
40853866,10-09-2025,SALE,,d1,ТК,Регулярка,OW,"7,060.00",0.045,317.70,
40853892,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,973.00",0.025,249.33,
40853897,10-09-2025,SALE,,d1,3F,Регулярка,OW,"11,958.00",0.025,298.95,
40853943,10-09-2025,SALE,,d1,СУ,Чартер,OW,"4,411.00",0.025,110.28,
40853968,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"14,278.00",0.04,571.12,
40853974,10-09-2025,SALE,,d1,VJ,Регулярка,OW,"4,979.00",0.045,224.06,
40853971,10-09-2025,SALE,,d1,3F,Регулярка,RT,"16,333.00",0.025,408.33,
40853989,10-09-2025,SALE,,d1,VF,Регулярка,OW,"10,378.00",0.045,467.01,
40853998,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,902.00",0.025,247.55,
40854041,10-09-2025,SALE,,d1,У6,Чартер,OW,"7,131.00",0.04,285.24,
40854070,10-09-2025,SALE,,d1,СУ,Чартер,OW,"13,590.00",0.025,339.75,
40854097,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,018.00",0.04,240.72,
40854099,10-09-2025,SALE,,d1,СУ,Чартер,OW,"13,230.00",0.025,330.75,
40854108,10-09-2025,SALE,,d1,ИН,Чартер,OW,"16,090.00",0.04,643.60,
40854146,10-09-2025,SALE,,d1,3F,Регулярка,OW,"8,980.00",0.025,224.50,
40854162,10-09-2025,SALE,,d1,W4,Регулярка,OW,"10,692.00",0.045,481.14,
40854165,10-09-2025,SALE,,d1,СУ,Чартер,OW,"16,594.00",0.025,414.85,
40854237,10-09-2025,SALE,,d1,СУ,Чартер,OW,"8,430.00",0.025,210.75,
40854239,10-09-2025,SALE,,d1,FD,Регулярка,OW,"6,056.00",0.045,272.52,
40854244,10-09-2025,SALE,,d1,PC,Регулярка,OW,"2,588.00",0.045,116.46,
40854317,10-09-2025,SALE,,d1,СУ,Чартер,OW,"17,891.00",0.025,447.28,
40854331,10-09-2025,SALE,,d1,СУ,Чартер,OW,"10,936.00",0.025,273.40,
40854323,10-09-2025,SALE,,d1,СУ,Чартер,OW,"13,670.00",0.025,341.75,
40854352,10-09-2025,SALE,,d1,VF,Регулярка,OW,"14,864.00",0.045,668.88,
40854380,10-09-2025,SALE,,d1,СУ,Чартер,OW,"23,186.00",0.025,579.65,
40854385,10-09-2025,SALE,,d1,СУ,Чартер,OW,"16,930.00",0.025,423.25,
40854400,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,081.00",0.04,203.24,
40854408,10-09-2025,SALE,,d1,СУ,Чартер,OW,"7,359.00",0.025,183.98,
40854416,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,986.00",0.025,249.65,
40854415,10-09-2025,SALE,,d1,C6,Чартер,OW,"12,790.00",0.045,575.55,
40854427,10-09-2025,SALE,,d1,СУ,Чартер,OW,"11,590.00",0.025,289.75,
40854437,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,955.00",0.025,248.88,
40854456,10-09-2025,SALE,,d1,W6,Регулярка,OW,"7,527.00",0.045,338.72,
40854457,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,483.00",0.025,237.08,
40854428,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"15,503.00",0.04,620.12,
40854508,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40854574,10-09-2025,SALE,,d1,C6,Чартер,OW,"18,409.00",0.045,828.41,
40854577,10-09-2025,SALE,,d1,C6,Чартер,OW,"20,029.00",0.045,901.31,
40854637,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40854647,10-09-2025,SALE,,d1,СУ,Чартер,OW,"11,563.00",0.025,289.08,
40854636,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"15,460.00",0.04,618.40,
40854677,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,670.00",0.04,346.80,
40854667,10-09-2025,SALE,,d1,СУ,Чартер,OW,"20,229.00",0.025,505.73,
40854698,10-09-2025,SALE,,d1,2S,Чартер,OW,"13,761.00",0.045,619.25,
40854721,10-09-2025,SALE,,d1,2S,Чартер,OW,"13,761.00",0.045,619.25,
40854792,10-09-2025,SALE,,d1,G9,Чартер,OW,"27,321.00",0.045,"1,229.45",
40854838,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,113.00",0.04,244.52,
40854861,10-09-2025,SALE,,d1,3F,Регулярка,OW,"12,212.00",0.025,305.30,
40854908,10-09-2025,SALE,,d1,J9,Чартер,OW,"40,537.00",0.045,"1,824.17",
40854929,10-09-2025,SALE,,d1,3F,Регулярка,OW,"12,212.00",0.025,305.30,
40854907,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,018.00",0.04,240.72,
40854950,10-09-2025,SALE,,d1,C6,Чартер,OW,"20,007.00",0.045,900.32,
40854917,10-09-2025,SALE,,d1,СУ,Чартер,OW,"6,323.00",0.025,158.08,
40854943,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40854972,10-09-2025,SALE,,d1,СУ,Чартер,OW,"10,948.00",0.025,273.70,
40854997,10-09-2025,SALE,,d1,У6,Чартер,OW,"8,098.00",0.04,323.92,
40855017,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,179.00",0.04,367.16,
40855046,10-09-2025,SALE,,d1,7Q,Чартер,OW,"20,114.00",0.04,804.56,
40855095,10-09-2025,SALE,,d1,3F,Регулярка,OW,"10,182.00",0.025,254.55,
40855106,10-09-2025,SALE,,d1,3F,Регулярка,OW,"10,182.00",0.025,254.55,
40855124,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,150.00",0.04,326.00,
40855238,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"27,895.00",0.04,"1,115.80",
40855266,10-09-2025,SALE,,d1,VF,Регулярка,OW,"7,127.00",0.045,320.72,
40855269,10-09-2025,SALE,,d1,СУ,Чартер,OW,"12,614.00",0.025,315.35,
40855249,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"25,752.00",0.04,"1,030.08",
40855309,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,811.00",0.04,272.44,
40855272,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40855355,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,172.00",0.025,229.30,
40855360,10-09-2025,SALE,,d1,C6,Чартер,OW,"19,466.00",0.045,875.97,
40855397,10-09-2025,SALE,,d1,ТК,Регулярка,OW,"4,917.00",0.045,221.27,
40855412,10-09-2025,SALE,,d1,2S,Чартер,OW,"14,087.00",0.045,633.92,
40855482,10-09-2025,SALE,,d1,C6,Чартер,OW,"17,738.00",0.045,798.21,
40855511,10-09-2025,SALE,,d1,3F,Регулярка,OW,"37,036.00",0.025,925.90,
40855553,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,113.00",0.04,244.52,
40855554,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"27,895.00",0.04,"1,115.80",
40855570,10-09-2025,SALE,,d1,VF,Регулярка,OW,"17,287.00",0.045,777.92,
40855580,10-09-2025,SALE,,d1,СУ,Чартер,OW,"12,985.00",0.025,324.63,
40855605,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,170.00",0.025,229.25,
40855617,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40855627,10-09-2025,SALE,,d1,7Q,Чартер,OW,"20,114.00",0.04,804.56,
40855634,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"14,238.00",0.04,569.52,
40855641,10-09-2025,SALE,,d1,СУ,Чартер,OW,"4,731.00",0.025,118.28,
40855710,10-09-2025,SALE,,d1,UJ,Чартер,OW,"10,488.00",0.045,471.96,
40855781,10-09-2025,SALE,,d1,C6,Чартер,OW,"25,825.00",0.045,"1,162.13",
40855806,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40855842,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,169.00",0.04,366.76,
40855772,10-09-2025,SALE,,d1,VJ,Регулярка,OW,"3,715.00",0.045,167.18,
40855879,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,133.00",0.04,325.32,
40855888,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"4,572.00",0.04,182.88,
40855912,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"15,562.00",0.04,622.48,
40855935,10-09-2025,SALE,,d1,FR,Регулярка,OW,"2,192.00",0.045,98.64,
40855961,10-09-2025,SALE,,d1,C6,Чартер,OW,"23,676.00",0.045,"1,065.42",
40855971,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40855986,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40855977,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40856039,10-09-2025,SALE,,d1,3F,Регулярка,OW,"4,078.00",0.025,101.95,
40856047,10-09-2025,SALE,,d1,СУ,Чартер,OW,"10,537.00",0.025,263.43,
40856044,10-09-2025,SALE,,d1,2S,Чартер,OW,"7,789.00",0.045,350.51,
40856041,10-09-2025,SALE,,d1,СУ,Чартер,OW,"6,323.00",0.025,158.08,
40856073,10-09-2025,SALE,,d1,FR,Регулярка,OW,"2,473.00",0.045,111.29,
40856092,10-09-2025,SALE,,d1,2S,Чартер,OW,"8,944.00",0.045,402.48,
40856111,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40856103,10-09-2025,SALE,,d1,PC,Регулярка,OW,"3,384.00",0.045,152.28,
40856119,10-09-2025,SALE,,d1,C6,Чартер,OW,"20,547.00",0.045,924.62,
40856115,10-09-2025,SALE,,d1,2S,Чартер,OW,"8,944.00",0.045,402.48,
40856159,10-09-2025,SALE,,d1,СУ,Чартер,OW,"10,525.00",0.025,263.13,
40856149,10-09-2025,SALE,,d1,FR,Регулярка,RT,"61,512.00",0.045,"2,768.04",
40856099,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"32,864.00",0.04,"1,314.56",
40856193,10-09-2025,SALE,,d1,C6,Чартер,OW,"18,388.00",0.045,827.46,
40856202,10-09-2025,SALE,,d1,FR,Регулярка,OW,"23,406.00",0.045,"1,053.27",
40856200,10-09-2025,SALE,,d1,U2,Регулярка,OW,"3,715.00",0.045,167.18,
40856222,10-09-2025,SALE,,d1,У6,Чартер,OW,"8,098.00",0.04,323.92,
40856278,10-09-2025,SALE,,d1,СУ,Чартер,OW,"6,308.00",0.025,157.70,
40856317,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"17,800.00",0.04,712.00,
40856342,10-09-2025,SALE,,d1,СУ,Чартер,OW,"5,269.00",0.025,131.73,
40856314,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,179.00",0.04,367.16,
40856380,10-09-2025,SALE,,d1,СУ,Чартер,OW,"67,397.00",0.025,"1,684.93",
40856381,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"18,358.00",0.04,734.32,
40856392,10-09-2025,SALE,,d1,FR,Регулярка,OW,"14,544.00",0.045,654.48,
40856456,10-09-2025,SALE,,d1,СУ,Чартер,OW,"7,376.00",0.025,184.40,
40856460,10-09-2025,SALE,,d1,FZ,Чартер,RT,"44,436.00",0.045,"1,999.62",
40856465,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,174.00",0.025,229.35,
40856431,10-09-2025,SALE,,d1,FD,Регулярка,OW,"3,081.00",0.045,138.65,
40856463,10-09-2025,SALE,,d1,СУ,Чартер,OW,"6,323.00",0.025,158.08,
40856588,10-09-2025,SALE,,d1,FD,Регулярка,OW,"3,081.00",0.045,138.65,
40856613,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,164.00",0.025,229.10,
40856611,10-09-2025,SALE,,d1,C6,Чартер,OW,"20,547.00",0.045,924.62,
40856615,10-09-2025,SALE,,d1,ТК,Чартер,OW,"15,311.00",0.045,689.00,
40856602,10-09-2025,SALE,,d1,C6,Чартер,OW,"19,466.00",0.045,875.97,
40856671,10-09-2025,SALE,,d1,C6,Чартер,OW,"20,547.00",0.045,924.62,
40856634,10-09-2025,SALE,,d1,СУ,Чартер,OW,"6,308.00",0.025,157.70,
40856783,10-09-2025,SALE,,d1,СУ,Чартер,OW,"16,734.00",0.025,418.35,
40856805,11-09-2025,SALE,,d1,F9,Регулярка,OW,"2,373.00",0.045,106.79,
40856714,10-09-2025,SALE,,d1,СУ,Чартер,OW,"19,523.00",0.025,488.08,
40856836,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"24,681.00",0.04,987.24,
40856843,10-09-2025,SALE,,d1,СУ,Чартер,OW,"16,951.00",0.025,423.78,
40856852,10-09-2025,SALE,,d1,C6,Чартер,OW,"9,577.00",0.045,430.97,
40856909,10-09-2025,SALE,,d1,VZ,Регулярка,OW,"5,681.00",0.045,255.65,
40856944,10-09-2025,SALE,,d1,СУ,Чартер,OW,"15,451.00",0.025,386.28,
40856948,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"21,468.00",0.04,858.72,
40856956,10-09-2025,SALE,,d1,3F,Регулярка,OW,"10,157.00",0.025,253.93,
40856966,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"11,695.00",0.04,467.80,
40856977,10-09-2025,SALE,,d1,ТК,Чартер,OW,"13,098.00",0.045,589.41,
40856992,10-09-2025,SALE,,d1,СУ,Чартер,OW,"5,269.00",0.025,131.73,
40857007,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"21,468.00",0.04,858.72,
40857055,10-09-2025,SALE,,d1,СУ,Чартер,OW,"10,537.00",0.025,263.43,
40857071,10-09-2025,SALE,,d1,3F,Регулярка,RT,"73,272.00",0.025,"1,831.80",
40857161,10-09-2025,SALE,,d1,7Q,Чартер,OW,"20,114.00",0.04,804.56,
40857172,10-09-2025,SALE,,d1,U2,Регулярка,OW,"6,672.00",0.045,300.24,
40857243,10-09-2025,SALE,,d1,C6,Чартер,OW,"25,825.00",0.045,"1,162.13",
40857311,10-09-2025,SALE,,d1,3F,Регулярка,OW,"10,189.00",0.025,254.73,
40857317,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"17,800.00",0.04,712.00,
40857332,10-09-2025,SALE,,d1,4M,Чартер,OW,"10,376.00",0.04,415.04,
40857326,11-09-2025,SALE,,d1,7C,Регулярка,OW,"13,487.00",0.045,606.92,
40857314,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"3,045.00",0.04,121.80,
40857353,10-09-2025,SALE,,d1,C6,Чартер,OW,"19,466.00",0.045,875.97,
40857418,10-09-2025,SALE,,d1,PC,Чартер,OW,"9,754.00",0.045,438.93,
40857470,10-09-2025,SALE,,d1,7Q,Чартер,OW,"20,114.00",0.04,804.56,
40857452,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"24,681.00",0.04,987.24,
40857475,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,317.00",0.04,252.68,
40857479,10-09-2025,SALE,,d1,ИН,Чартер,OW,"21,445.00",0.04,857.80,
40857516,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,811.00",0.04,272.44,
40857519,10-09-2025,SALE,,d1,3F,Регулярка,OW,"33,125.00",0.025,828.13,
40857538,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40857527,10-09-2025,SALE,,d1,СУ,Чартер,OW,"7,359.00",0.025,183.98,
40857559,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"28,966.00",0.04,"1,158.64",
40857560,10-09-2025,SALE,,d1,СУ,Чартер,OW,"6,323.00",0.025,158.08,
40857570,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,120.00",0.04,244.80,
40857592,10-09-2025,SALE,,d1,3F,Регулярка,OW,"10,818.00",0.025,270.45,
40857601,10-09-2025,SALE,,d1,C6,Чартер,OW,"25,825.00",0.045,"1,162.13",
40857588,10-09-2025,SALE,,d1,U2,Регулярка,OW,"12,424.00",0.045,559.08,
40857649,10-09-2025,SALE,,d1,XC,Чартер,OW,"7,581.00",0.045,341.15,
40857667,10-09-2025,SALE,,d1,PC,Чартер,OW,"8,791.00",0.045,395.60,
40857682,10-09-2025,SALE,,d1,FR,Регулярка,OW,"5,879.00",0.045,264.56,
40857684,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,123.00",0.04,484.92,
40857677,11-09-2025,SALE,,d1,VF,Регулярка,OW,"5,557.00",0.045,250.07,
40857697,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"19,325.00",0.04,773.00,
40857713,10-09-2025,SALE,,d1,C6,Чартер,OW,"6,646.00",0.045,299.07,
40857711,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,625.00",0.04,305.00,
40857725,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,081.00",0.04,203.24,
40857737,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"17,291.00",0.04,691.64,
40857744,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,461.00",0.025,236.53,
40857741,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,098.00",0.04,243.92,
40857770,10-09-2025,SALE,,d1,XC,Чартер,OW,"8,720.00",0.045,392.40,
40857794,11-09-2025,SALE,,d1,VF,Регулярка,OW,"16,587.00",0.045,746.42,
40857805,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,139.00",0.04,285.56,
40857885,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40857899,10-09-2025,SALE,,d1,VJ,Регулярка,RT,"4,976.00",0.045,223.92,
40857912,10-09-2025,SALE,,d1,УР,Чартер,OW,"6,752.00",0.04,270.08,
40857935,10-09-2025,SALE,,d1,СУ,Чартер,OW,"12,115.00",0.025,302.88,
40857981,10-09-2025,SALE,,d1,У6,Чартер,OW,"6,201.00",0.04,248.04,
40858035,10-09-2025,SALE,,d1,FR,Регулярка,OW,"8,146.00",0.045,366.57,
40858051,10-09-2025,SALE,,d1,UJ,Чартер,OW,"10,976.00",0.045,493.92,
40858068,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,101.00",0.04,204.04,
40858096,10-09-2025,SALE,,d1,U2,Регулярка,OW,"12,095.00",0.045,544.28,
40858167,10-09-2025,SALE,,d1,СУ,Чартер,OW,"4,957.00",0.025,123.93,
40858181,10-09-2025,SALE,,d1,СУ,Чартер,OW,"7,710.00",0.025,192.75,
40858244,10-09-2025,SALE,,d1,3F,Регулярка,RT,"24,539.00",0.025,613.48,
40858249,10-09-2025,SALE,,d1,У6,Чартер,OW,"8,098.00",0.04,323.92,
